ngan_sach_trieu,so_ngay,so_nguoi,danh_gia,khach_quay_lai,tu_den,hang_hang_khong,loai_khach_san,ho_boi,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,gioi_tinh_Nam,gioi_tinh_Nu,nhom_tuoi_18_24,nhom_tuoi_25_34,nhom_tuoi_35_44,nhom_tuoi_45_54,nhom_tuoi_Tren_55,muc_dich_Cong_Tac,muc_dich_Kham_Pha,muc_dich_Nghi_Duong,muc_dich_Trang_Mat,mua_Mua_Dong,mua_Mua_Ha,mua_Mua_Thu,mua_Mua_Xuan,dia_diem_Da_Lat,dia_diem_Da_Nang,dia_diem_HCMC,dia_diem_Ha_Long,dia_diem_Ha_Noi,dia_diem_Hoi_An,dia_diem_Hue,dia_diem_Mui_Ne,dia_diem_Nha_Trang,dia_diem_Phu_Quoc,dia_diem_Sapa,kenh_dat_Mobile_App,kenh_dat_Truc_Tiep,kenh_dat_Website,kenh_dat_Zalo_OA,ngan_sach_phan_loai_Thap,ngan_sach_phan_loai_Trung_Binh,ngan_sach_phan_loai_Cao
0.7071428571428572,0.33333333333333337,0.0,0.0,1,HCMC,Vietnam_Airlines,Homestay,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.02619047619047618,0.0,0.25,0.5,1,HCMC,Bamboo_Airways,Homestay,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.24523809523809523,0.5,0.25,1.0,0,Da_Nang,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.21904761904761902,0.16666666666666666,1.0,0.0,1,Da_Nang,VietJet_Air,Hotel_4_Star,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5714285714285714,0.5,0.25,1.0,1,Can_Tho,Bamboo_Airways,Resort_5_Star,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.28809523809523807,0.6666666666666666,0.5,0.5,1,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.016666666666666677,0.0,0.0,1.0,0,Da_Nang,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.6071428571428571,0.5,0.25,0.0,0,Hai_Phong,Bamboo_Airways,Resort_5_Star,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.6238095238095238,0.8333333333333334,0.25,0.0,0,Can_Tho,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.11904761904761904,0.33333333333333337,0.25,0.5,0,HCMC,Vietravel_Airlines,Hotel_3_Star,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.047619047619047616,0.0,0.25,0.5,1,HCMC,Vietravel_Airlines,Homestay,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16666666666666666,0.16666666666666666,0.0,1.0,0,Da_Nang,Vietnam_Airlines,Homestay,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.47619047619047616,0.5,0.75,0.5,0,HCMC,Bamboo_Airways,Hotel_3_Star,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.23571428571428574,0.33333333333333337,0.5,1.0,0,HCMC,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.9333333333333333,0.33333333333333337,0.0,1.0,1,HCMC,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.3904761904761904,0.5,0.0,0.5,0,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.24999999999999997,0.0,0.25,0.5,0,HCMC,VietJet_Air,Hotel_3_Star,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.9071428571428571,0.5,0.0,0.5,1,Hai_Phong,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.08809523809523809,0.0,0.25,1.0,0,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.7833333333333333,0.9999999999999999,0.25,0.5,1,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.18571428571428575,0.33333333333333337,0.5,1.0,0,HCMC,Vietravel_Airlines,Hotel_3_Star,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.042857142857142844,0.0,1.0,0.0,0,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.8166666666666665,0.8333333333333334,0.25,0.5,1,Can_Tho,Vietravel_Airlines,Resort_5_Star,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.042857142857142844,0.5,0.75,0.5,1,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.8095238095238095,0.9999999999999999,0.25,1.0,1,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.18095238095238095,0.16666666666666666,1.0,1.0,1,Can_Tho,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.8428571428571427,0.33333333333333337,1.0,0.0,0,Da_Nang,VietJet_Air,Homestay,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.26428571428571423,0.5,0.25,0.5,0,Da_Nang,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.06904761904761905,0.5,0.5,1.0,1,HCMC,Vietnam_Airlines,Hotel_4_Star,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0.8261904761904763,0.8333333333333334,0.75,1.0,1,Ha_Noi,VietJet_Air,Resort_5_Star,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.20476190476190473,0.33333333333333337,0.0,1.0,1,Da_Nang,VietJet_Air,Homestay,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.13571428571428568,0.0,0.25,1.0,0,HCMC,Vietnam_Airlines,Hotel_4_Star,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0.7285714285714286,0.9999999999999999,0.75,0.0,0,Hai_Phong,Bamboo_Airways,Resort_5_Star,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45238095238095233,0.6666666666666666,1.0,1.0,0,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2666666666666666,0.5,0.25,0.0,0,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6380952380952382,0.33333333333333337,0.25,0.5,1,Da_Nang,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.8738095238095238,0.33333333333333337,0.75,1.0,1,Da_Nang,Vietnam_Airlines,Resort_5_Star,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.007142857142857131,0.16666666666666666,0.75,0.5,0,Hai_Phong,Vietravel_Airlines,Homestay,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.1285714285714286,0.16666666666666666,0.25,0.5,1,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.680952380952381,0.9999999999999999,0.25,1.0,1,HCMC,Vietravel_Airlines,Resort_5_Star,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.2476190476190476,0.5,0.0,1.0,1,Can_Tho,Bamboo_Airways,Homestay,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.06666666666666665,0.33333333333333337,0.25,0.0,1,Hai_Phong,Vietnam_Airlines,Homestay,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0.06904761904761905,0.5,0.5,0.5,0,Da_Nang,Vietravel_Airlines,Hotel_3_Star,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.021428571428571422,0.33333333333333337,0.5,0.5,1,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.08809523809523809,0.5,0.0,1.0,1,HCMC,Vietnam_Airlines,Homestay,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0.3857142857142857,0.5,1.0,1.0,1,Da_Nang,Vietnam_Airlines,Resort_5_Star,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.8047619047619047,0.8333333333333334,0.75,0.0,1,Hai_Phong,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.976190476190476,0.8333333333333334,0.0,0.5,0,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.1523809523809524,0.16666666666666666,0.0,0.0,1,Da_Nang,VietJet_Air,Hotel_3_Star,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
